"table_name","column_name","data_type","r_type"
"LICHEN_LAB","lich_sppcd","integer","double"
"REF_NVCS_LEVEL_3_CODES","meaning","character varying","character"
"REF_SPECIES","mc_pct_green_wood","numeric","double"
"COND_DWM_CALC","cwd_tl_adj","numeric","double"
"POP_STRATUM","adj_factor_subp","double precision","double"
"TREE","stocking","numeric","double"
"REF_NVCS_LEVEL_6_CODES","modified_in_instance","character varying","character"
"TREE_GRM_COMPONENT","growbfsl_forest","numeric","double"
"COND","dstrbyr1_p2a","smallint","double"
"EVALIDATOR_LOG","attribute","character varying","character"
"SITETREE","created_by","character varying","character"
"DWM_FINE_WOODY_DEBRIS","condid","smallint","double"
"REF_SIEQN","cn","character varying","character"
"EVALIDATOR_POP_ESTIMATE","estn_type","character varying","character"
"TREE","roughcull","smallint","double"
"COUNTY","statecd","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_33","character varying","character"
"LICHEN_VISIT","cn","character varying","character"
"DWM_DUFF_LITTER_FUEL","fuelbed_nonsample_reasn_cd","smallint","double"
"FIA_REPORTING_LOG","console_xml","bytea","character"
"PLOT","macro_breakpoint_dia","smallint","double"
"REF_NVCS_LEVEL_7_CODES","modified_by","character varying","character"
"REF_PLANT_DICTIONARY","subspecies","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","charred_cd","smallint","double"
"SUBPLOT_REGEN","subp","smallint","double"
"OZONE_PLOT","created_in_instance","character varying","character"
"TREE_GRM_MIDPT","drybio_sawlog","double precision","double"
"TREE_GRM_THRESHOLD","drybio_foliage","double precision","double"
"BEGINEND","created_by","character varying","character"
"TREE_GRM_COMPONENT","remvcfgs_timber","numeric","double"
"P2VEG_SUBPLOT_SPP","cn","character varying","character"
"BOUNDARY","invyr","smallint","double"
"LICHEN_SPECIES_SUMMARY","lichen_region_descr","character varying","character"
"SEEDLING","spcd","double precision","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_6","character varying","character"
"SOILS_LAB","exchng_na","numeric","double"
"DATAMART_TABLES","created_in_instance","character varying","character"
"REF_NVCS_LEVEL_6_CODES","primary_class","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","measyear","smallint","double"
"POP_STRATUM","estn_unit_cn","character varying","character"
"REF_FOREST_TYPE_GROUP","value","smallint","double"
"REF_UNIT","created_in_instance","character varying","character"
"DWM_VISIT","dwm_subplist","smallint","double"
"TREE_GRM_MIDPT","created_date","timestamp without time zone","IDate"
"REF_GRM_TYPE","modified_in_instance","character varying","character"
"TREE_GRM_COMPONENT","micr_tpamort_unadj_al_forest","numeric","double"
"REF_POP_EVAL_TYP_DESCR","eval_typ_cd","character varying","character"
"REF_INVASIVE_SPECIES","statecd","smallint","double"
"OZONE_PLOT","lon","numeric","double"
"PLOT","manual_ners","numeric","double"
"SUBP_COND","macrcond_prop","double precision","double"
"REF_DIFFERENCE_TEST_TOTALS","modified_by","character varying","character"
"REF_LICHEN_SPECIES","created_date","timestamp without time zone","IDate"
"BOUNDARY","distcorn","smallint","double"
"COUNTY","modified_by","character varying","character"
"PLOT","p2veg_sampling_level_detail_cd","smallint","double"
"REF_SPECIES","stocking_spgrpcd","smallint","double"
"PLOTSNAP","modified_in_instance","character varying","character"
"COND","carbon_soil_org","numeric","double"
"TREE_GRM_COMPONENT","subp_tparemv_unadj_gs_forest","numeric","double"
"REF_FIADB_VERSION","install_type","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_20","text","character"
"DWM_FINE_WOODY_DEBRIS","cn","character varying","character"
"DWM_VISIT","crwtypcd","smallint","double"
"VEG_SUBPLOT_SPP","plt_cn","character varying","character"
"REF_SIEQN","modified_by","character varying","character"
"SOILS_LAB","exchng_k","numeric","double"
"COND","presnfcd","smallint","double"
"SOILS_EROSION","typareacd","double precision","double"
"OZONE_VISIT","o3plot","double precision","double"
"SOILS_LAB","vstnbr","smallint","double"
"SUBPLOT_REGEN","cn","character varying","character"
"TREE_GRM_ESTN","est_end","numeric","double"
"TREE_GRM_MIDPT","roughcull","smallint","double"
"FIA_REPORTING_TOOLS","announcement","character varying","character"
"TREE","carbon_bg","numeric","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_11","character varying","character"
"P2VEG_SUBPLOT_SPP","condid","smallint","double"
"EVALIDATOR_VARIABLE_LIBRARY","attribute_list","character","character"
"COND","land_usecd_rmrs","smallint","double"
"SUBP_COND_CHNG_MTRX","plt_cn","character varying","character"
"TREE_GRM_MIDPT","drybio_stump_bark","double precision","double"
"COND_DWM_CALC","measyear","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_9","text","character"
"TREE","radagecd_rmrs","smallint","double"
"LICHEN_VISIT","measyear","smallint","double"
"TREE_GRM_THRESHOLD","volcsgrs_bark","double precision","double"
"PLOTSNAP","rddistcd","smallint","double"
"TREE","severity1b_cd_pnwrs","smallint","double"
"SEEDLING_REGEN","created_date","timestamp without time zone","IDate"
"DWM_DUFF_LITTER_FUEL","condid","smallint","double"
"REF_SPECIES","woodland","character varying","character"
"PLOTGEOM","statecd","double precision","double"
"VEG_QUADRAT","created_date","timestamp without time zone","IDate"
"REF_FVS_LOC_NAME","created_by","character varying","character"
"GRND_CVR","grnd_cvr_seg","smallint","double"
"REF_LICHEN_SPECIES","lich_sppcd","integer","double"
"SUBPLOT","ground_tran_pts_veg_rmrs","smallint","double"
"COND_DWM_CALC","pile_carbon_adj","double precision","double"
"COND","habtypcd2","character varying","character"
"TREE_GRM_ESTN","tpamort_unadj","numeric","double"
"TREE_GRM_MIDPT","wdldstem","smallint","double"
"TREE","cull","smallint","double"
"DWM_TRANSECT_SEGMENT","plot","integer","double"
"TREE_GRM_THRESHOLD","wdldstem","smallint","double"
"REF_FOREST_TYPE_GROUP","pile_carbon_ratio","numeric","double"
"DWM_RESIDUAL_PILE","plot","integer","double"
"PLOTSNAP","adj_expgrow_macr","double precision","double"
"BOUNDARY","statecd","smallint","double"
"VEG_SUBPLOT","statecd","smallint","double"
"DWM_DUFF_LITTER_FUEL","cn","character varying","character"
"SUBP_COND","modified_date","timestamp without time zone","IDate"
"LICHEN_VISIT","issuecd3","double precision","double"
"REF_FVS_VAR_NAME","fvs_var_name","character varying","character"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_4_cd","character varying","character"
"COND_DWM_CALC","pile_carbon_cond","double precision","double"
"REF_HABTYP_DESCRIPTION","habtypcd","character varying","character"
"OZONE_BIOSITE_SUMMARY","species_eval_cnt","double precision","double"
"COND","created_date","timestamp without time zone","IDate"
"TREE","damloc2","smallint","double"
"SOILS_VISIT","created_by","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","horiz_dist_cd","smallint","double"
"TREE_GRM_THRESHOLD","volcfgrs_stump_bark","double precision","double"
"COND","trtcd2","smallint","double"
"BOUNDARY","created_by","character varying","character"
"PLOT","created_date","timestamp without time zone","IDate"
"SUBPLOT","ground_tran_pts_dev_rmrs","smallint","double"
"REF_LICHEN_SPECIES","modified_by","character varying","character"
"PLOTSNAP","prev_plt_cn","character varying","character"
"GRND_CVR","cn","character varying","character"
"PLOTGEOM","created_date","timestamp without time zone","IDate"
"SEEDLING_REGEN","scd_cn","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_4","text","character"
"VEG_QUADRAT","plt_cn","character varying","character"
"SOILS_SAMPLE_LOC","plot","integer","double"
"SUBP_COND","invyr","smallint","double"
"SITETREE","modified_in_instance","character varying","character"
"TREE_GRM_BEGIN","drybio_stem_bark","double precision","double"
"FIA_REPORTING_LOG","row_name","character varying","character"
"DWM_VISIT","cn","character varying","character"
"DWM_FINE_WOODY_DEBRIS","smallct","smallint","double"
"EVALIDATOR_POP_ESTIMATE","vba_sumfromwhere","character varying","character"
"REF_INTL_TO_DOYLE_FACTOR","dia_2inch_class","integer","double"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_13","text","character"
"REF_POP_ATTRIBUTE","created_by","character varying","character"
"COND_DWM_CALC","fwd_lg_drybio_unadj","double precision","double"
"TREE_WOODLAND_STEMS","plot","double precision","double"
"COND","land_use_srs","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_7_note","character varying","character"
"TREE_GRM_THRESHOLD","cr","smallint","double"
"REF_NVCS_LEVEL_7_CODES","created_date","timestamp without time zone","IDate"
"TREE_GRM_BEGIN","sitree","smallint","double"
"SUBPLOT_REGEN","regen_nonsample_reasn_cd","smallint","double"
"POP_ESTN_UNIT","statecd","smallint","double"
"FIA_REPORTING_LOG","app_url","character varying","character"
"POP_EVAL","location_nm","character varying","character"
"VEG_SUBPLOT_SPP","sp_canopy_cover_layer_3","numeric","double"
"TREE_GRM_BEGIN","volcfgrs_top_bark","double precision","double"
"PLOT","plot_status_cd","smallint","double"
"SUBPLOT","ground_tran_pts_cryp_rmrs","smallint","double"
"OZONE_SPECIES_SUMMARY","field_id","integer","double"
"SOILS_LAB","c_inorg_pct","numeric","double"
"EVALIDATOR_POP_ESTIMATE","modified_in_instance","character varying","character"
"REF_SPECIES_GROUP","spgrpcd","smallint","double"
"COND","stdage","smallint","double"
"SUBP_COND","statecd","smallint","double"
"REF_INVASIVE_SPECIES","modified_in_instance","character varying","character"
"SEEDLING_REGEN","cnd_cn","character varying","character"
"INVASIVE_SUBPLOT_SPP","veg_fldspcd","character varying","character"
"DWM_DUFF_LITTER_FUEL","smploccd","smallint","double"
"PLOTSNAP","cty_cn","character varying","character"
"REF_GRND_LYR","nitrogen_pct","numeric","double"
"TREE_GRM_THRESHOLD","treeclcd","smallint","double"
"SEEDLING_REGEN","seedling_source_cd","character varying","character"
"COND","canopy_cvr_sample_method_cd","smallint","double"
"POP_STRATUM","adj_factor_fwd_sm","double precision","double"
"DWM_COARSE_WOODY_DEBRIS","carbon_ac_unadj","double precision","double"
"REF_FOREST_TYPE_GROUP","fwd_density","numeric","double"
"TREE_GRM_BEGIN","statuscd","smallint","double"
"TREE","volcfgrs_stump","numeric","double"
"PLOTSNAP","measday","smallint","double"
"DWM_FINE_WOODY_DEBRIS","created_in_instance","character varying","character"
"TREE_GRM_MIDPT","drybio_bg","double precision","double"
"GRND_CVR","transect","smallint","double"
"REF_FVS_VAR_NAME","manual_start","character varying","character"
"DWM_MICROPLOT_FUEL","dshrbcd","smallint","double"
"VEG_PLOT_SPECIES","specimen_not_collected_reason","smallint","double"
"FIA_REPORTING_LOG","app_version","character varying","character"
"SITETREE","plot","integer","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_8","text","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_20","character varying","character"
"VEG_VISIT","veg_qa_status","smallint","double"
"REF_INTL_TO_DOYLE_FACTOR","modified_in_instance","character varying","character"
"COUNTY","modified_in_instance","character varying","character"
"DWM_VISIT","measyear","smallint","double"
"REF_SIEQN","modified_in_instance","character varying","character"
"SITETREE","cycle","smallint","double"
"COND_DWM_CALC","duff_tc_adj","numeric","double"
"TREE","centroid_dia","numeric","double"
"LICHEN_PLOT_SUMMARY","evenness","numeric","double"
"TREE_GRM_BEGIN","volcfgrs_top","double precision","double"
"REF_DAMAGE_AGENT","created_by","character varying","character"
"LICHEN_VISIT","liprojcd","smallint","double"
"TREE_GRM_COMPONENT","subp_subptyp_grm_gs_timber","smallint","double"
"P2VEG_SUBPLOT_SPP","unique_sp_nbr","smallint","double"
"EVALIDATOR_POP_ESTIMATE","pea_surrogate","character varying","character"
"REF_TREE_CARBON_RATIO_DEAD","cn","character varying","character"
"P2VEG_SUBP_STRUCTURE","invyr","smallint","double"
"REF_NVCS_LEVEL_7_CODES","cn","character varying","character"
"REF_NVCS_LEVEL_4_CODES","note","character varying","character"
"TREE","volcssnd_bark","numeric","double"
"PLOT","p2veg_sampling_status_cd","smallint","double"
"SOILS_LAB","exchng_al","numeric","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_6_meaning","character varying","character"
"REF_NVCS_LEVEL_2_CODES","hierarchy_level","smallint","double"
"REF_CITATION","created_by","character varying","character"
"POP_EVAL_GRP","eval_grp","integer","double"
"OZONE_VALIDATION","o3plot","double precision","double"
"SURVEY","created_date","timestamp without time zone","IDate"
"TREE","agentcd_ners","smallint","double"
"REF_FOREST_TYPE","created_by","character varying","character"
"OZONE_VISIT","created_in_instance","character varying","character"
"COND_DWM_CALC","duff_biomass","double precision","double"
"TREE","dmg_agent1_cd_pnwrs","smallint","double"
"SUBPLOT","point_nonsample_reasn_cd","smallint","double"
"DWM_TRANSECT_SEGMENT","segmnt_nonsample_reasn_cd","smallint","double"
"DWM_RESIDUAL_PILE","ppa_cond","double precision","double"
"TREE","voltsgrs_bark","numeric","double"
"SITETREE","sitree_equ_no_pnwrs","smallint","double"
"COND_DWM_CALC","fwd_lg_tl_adj","numeric","double"
"OZONE_PLOT_SUMMARY","split_plotid","smallint","double"
"POP_PLOT_STRATUM_ASSGN","rscd","smallint","double"
"BOUNDARY","created_date","timestamp without time zone","IDate"
"SOILS_LAB","sampler_type","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","lpa_unadj_rgn","double precision","double"
"VEG_PLOT_SPECIES","plt_cn","character varying","character"
"PLOT","mort_typ_cd","smallint","double"
"REF_NVCS_LEVEL_8_CODES","hierarchy_level","smallint","double"
"TREE_GRM_BEGIN","voltssnd_bark","double precision","double"
"SEEDLING","damage_agent_cd3_srs","integer","double"
"REF_PLANT_DICTIONARY","new_scientific_name","character varying","character"
"VEG_QUADRAT","quadrat_status_pre2004","smallint","double"
"SEEDLING","subp","smallint","double"
"LICHEN_VISIT","qa_status","smallint","double"
"TREE","reconcilecd","smallint","double"
"COND_DWM_CALC","cwd_lpa_unadj","double precision","double"
"REF_DIFFERENCE_TEST_TOTALS","script","text","character"
"OZONE_PLOT_SUMMARY","created_date","timestamp without time zone","IDate"
"DWM_COARSE_WOODY_DEBRIS","transect","smallint","double"
"PLOTSNAP","topo_position_pnw","character varying","character"
"POP_EVAL_GRP","eval_grp_descr","character varying","character"
"SEEDLING","pct_affected_damage_agent3_srs","smallint","double"
"OZONE_BIOSITE_SUMMARY","invyr","smallint","double"
"REF_NVCS_LEVEL_2_CODES","hierarchy_level_label","character varying","character"
"COND_DWM_CALC","fwd_sm_carbon_adj","double precision","double"
"REF_CITATION","created_date","timestamp without time zone","IDate"
"SUBPLOT","subcycle","smallint","double"
"COND","dstrbyr1","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","lpa_plot_rgn","double precision","double"
"REF_DAMAGE_AGENT_GROUP","modified_in_instance","character varying","character"
"PLOTSNAP","adj_expvol_macr","double precision","double"
"TREE_GRM_MIDPT","volcsgrs_bark","double precision","double"
"PLOTSNAP","expchng","double precision","double"
"SOILS_EROSION","created_date","timestamp without time zone","IDate"
"POP_PLOT_STRATUM_ASSGN","cn","character varying","character"
"COND","created_by","character varying","character"
"REF_NVCS_LEVEL_8_CODES","hierarchy_level_label","character varying","character"
"COND","reservcd_5","smallint","double"
"EVALIDATOR_LOG","page_name","character varying","character"
"REF_STATE_ELEV","created_date","timestamp without time zone","IDate"
"TREE_GRM_THRESHOLD","threshold_type","character varying","character"
"DWM_MICROPLOT_FUEL","micr_sample_method","character varying","character"
"LICHEN_VISIT","modified_in_instance","character varying","character"
"VEG_SUBPLOT","road_trail_cover_pct","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_29","character varying","character"
"TREE","damloc1_pnwrs","smallint","double"
"TREE_GRM_ESTN","created_by","character varying","character"
"REF_POP_ATTRIBUTE","sql_query","character varying","character"
"COND","trtcd1_p2a","smallint","double"
"COND","sdi_rmrs","numeric","double"
"COND","mapden","smallint","double"
"TREE","dieback_severity_srs","smallint","double"
"TREE_GRM_COMPONENT","mortcfal_forest","numeric","double"
"COND","trtcd1","smallint","double"
"DWM_RESIDUAL_PILE","length1","smallint","double"
"COND","operability_srs","smallint","double"
"DWM_TRANSECT_SEGMENT","horiz_begndist","double precision","double"
"REF_HABTYP_DESCRIPTION","valid","character varying","character"
"TREE_GRM_MIDPT","volcfsnd_top","double precision","double"
"REF_FOREST_TYPE","modified_in_instance","character varying","character"
"REF_GRND_LYR","bulkdensity_coeff_a","numeric","double"
"TREE_GRM_ESTN","mortality","numeric","double"
"REF_FOREST_TYPE_GROUP","pile_density","numeric","double"
"DWM_COARSE_WOODY_DEBRIS","created_in_instance","character varying","character"
"PLOTSNAP","adj_expmort_micr","double precision","double"
"COND_DWM_CALC","subcycle","smallint","double"
"COND","nvcs_level_6_cd","character varying","character"
"SEEDLING_REGEN","length_class_cd","smallint","double"
"VEG_QUADRAT","statecd","smallint","double"
"REF_SPECIES","drywt_to_greenwt_conversion","double precision","double"
"PLOTSNAP","remper","numeric","double"
"REF_PLANT_DICTIONARY","state_distribution","character varying","character"
"TREE_GRM_BEGIN","subptyp","double precision","double"
"TREE","treeclcd_rmrs","smallint","double"
"SOILS_SAMPLE_LOC","plt_cn","character varying","character"
"DWM_FINE_WOODY_DEBRIS","modified_date","timestamp without time zone","IDate"
"PLOTSNAP","expgrow","double precision","double"
"COND","dstrbcd1_p2a","smallint","double"
"POP_PLOT_STRATUM_ASSGN","evalid","integer","double"
"SITETREE","spcd","double precision","double"
"POP_EVAL_TYP","eval_cn","character varying","character"
"SUBPLOT","ground_tran_pts_other_rmrs","smallint","double"
"TREE_GRM_MIDPT","decaycd","smallint","double"
"TREE","cullbf","smallint","double"
"OZONE_SPECIES_SUMMARY","modified_date","timestamp without time zone","IDate"
"LICHEN_VISIT","szclscd2","smallint","double"
"VEG_VISIT","countycd","smallint","double"
"EVALIDATOR_LOG","session_id","character varying","character"
"REF_SIEQN","created_in_instance","character varying","character"
"COUNTY","created_in_instance","character varying","character"
"TREE_GRM_ESTN","g_d","numeric","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_7","character varying","character"
"LICHEN_VISIT","measmon","smallint","double"
"OZONE_VISIT","soildpth","double precision","double"
"OZONE_PLOT_SUMMARY","pltsize","double precision","double"
"COND","nvcs_level_2_cd","character varying","character"
"REF_SPECIES","jenkins_sapling_adjustment","numeric","double"
"REF_DAMAGE_AGENT","created_in_instance","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","modified_by","character varying","character"
"TREE_GRM_MIDPT","modified_in_instance","character varying","character"
"SEEDLING_REGEN","modified_date","timestamp without time zone","IDate"
"TREE_GRM_COMPONENT","subp_subptyp_grm_al_forest","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","carbon_ac_cond","double precision","double"
"SOILS_LAB","layer_type","character varying","character"
"PLOTSNAP","lon","numeric","double"
"P2VEG_SUBP_STRUCTURE","countycd","smallint","double"
"OZONE_SPECIES_SUMMARY","invyr","smallint","double"
"REF_NVCS_LEVEL_4_CODES","nvcs_code","character varying","character"
"P2VEG_SUBPLOT_SPP","subp","double precision","double"
"TREE_GRM_THRESHOLD","voltssnd","double precision","double"
"SUBP_COND","modified_in_instance","character varying","character"
"OZONE_PLOT","qa_status","smallint","double"
"COND_DWM_CALC","pile_carbon_unadj","double precision","double"
"TREE","actualht","smallint","double"
"LICHEN_VISIT","szclscd1","smallint","double"
"PLOT","topo_position_pnw","character varying","character"
"FIA_REPORTING_LOG","created_date","timestamp without time zone","IDate"
"COND","trtyr1_p2a","smallint","double"
"OZONE_PLOT_SUMMARY","lat","numeric","double"
"DWM_DUFF_LITTER_FUEL","litter_method","smallint","double"
"REF_LICHEN_SPECIES","created_by","character varying","character"
"EVALIDATOR_POP_ESTIMATE","estn_units_attribute","character varying","character"
"SITETREE","modified_by","character varying","character"
"OZONE_VALIDATION","injvalid","double precision","double"
"TREE","diacheck","smallint","double"
"PLOTSNAP","expcrwn","double precision","double"
"TREE","drybio_branch","numeric","double"
"LICHEN_SPECIES_SUMMARY","modified_by","character varying","character"
"COND","trtcd2_p2a","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_34","character varying","character"
"FIA_REPORTING_LOG","column_name","character varying","character"
"DWM_FINE_WOODY_DEBRIS","subp","smallint","double"
"EVALIDATOR_LOG","filter","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_21","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_12","text","character"
"REF_POP_ATTRIBUTE","created_in_instance","character varying","character"
"SUBP_COND","cycle","smallint","double"
"COND","fldtypcd_30","smallint","double"
"DWM_VISIT","dwm_sampling_status_cd","smallint","double"
"TREE_WOODLAND_STEMS","unitcd","smallint","double"
"SOILS_LAB","cn","character varying","character"
"SUBPLOT_REGEN","plot","integer","double"
"TREE_GRM_COMPONENT","morttsal_timber","numeric","double"
"DWM_FINE_WOODY_DEBRIS","modified_in_instance","character varying","character"
"PLOTSNAP","adj_expcurr","double precision","double"
"TREE_GRM_COMPONENT","subp_tparemv_unadj_gs_timber","numeric","double"
"COND_DWM_CALC","modified_date","timestamp without time zone","IDate"
"POP_EVAL_TYP","eval_typ","character varying","character"
"POP_EVAL","eval_descr","character varying","character"
"POP_ESTN_UNIT","estn_unit","integer","double"
"SOILS_LAB","created_by","character varying","character"
"EVALIDATOR_POP_ESTIMATE","land_basis","character varying","character"
"SUBP_COND","subpcond_prop","double precision","double"
"SOILS_VISIT","measyear","smallint","double"
"SEEDLING","spgrpcd","smallint","double"
"TREE_GRM_COMPONENT","subp_component_al_forest","character varying","character"
"COND_DWM_CALC","cwd_carbon_adj","double precision","double"
"REF_NVCS_LEVEL_1_CODES","hierarchy_level","smallint","double"
"COND","mixedconfcd","character varying","character"
"TREE","unknown_damtyp2_pnwrs","smallint","double"
"TREE","cull_fld","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_4_label","character varying","character"
"REF_SPECIES","sitetree","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","condid","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_1","text","character"
"VEG_VISIT","modified_in_instance","character varying","character"
"INVASIVE_SUBPLOT_SPP","cn","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_34","character varying","character"
"COND","nf_cond_status_cd","smallint","double"
"OZONE_VALIDATION","plt_cn","character varying","character"
"TREE_GRM_THRESHOLD","volcfgrs_bark","double precision","double"
"COND","nbr_live_stems","integer","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_7","character varying","character"
"SITETREE","sibase_age_pnwrs","smallint","double"
"TREE_GRM_MIDPT","treeclcd","smallint","double"
"VEG_SUBPLOT_SPP","created_in_instance","character varying","character"
"TREE_GRM_COMPONENT","remvbfsl_timber","numeric","double"
"P2VEG_SUBP_STRUCTURE","subcycle","smallint","double"
"SUBPLOT","nf_subp_status_cd","smallint","double"
"VEG_SUBPLOT","created_in_instance","character varying","character"
"TREE_GRM_COMPONENT","subp_subptyp_grm_al_timber","smallint","double"
"DWM_MICROPLOT_FUEL","cn","character varying","character"
"PLOTSNAP","p3panel","smallint","double"
"FIA_REPORTING_LOG","remote_address","character varying","character"
"REF_TREE_STND_DEAD_CR_PROP","sftwd_hrdwd","character varying","character"
"TREE","formcl","smallint","double"
"POP_EVAL","timberland_only","character varying","character"
"POP_ESTN_UNIT","p1pntcnt_eu","bigint","integer64"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_15","text","character"
"REF_STATE_ELEV","highest_point","character varying","character"
"TREE_GRM_THRESHOLD","spcd","double precision","double"
"TREE_GRM_ESTN","est_begin","numeric","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_17","character varying","character"
"TREE_WOODLAND_STEMS","statuscd","smallint","double"
"PLOTGEOM","fvs_forest","smallint","double"
"LICHEN_PLOT_SUMMARY","cn","character varying","character"
"TREE_GRM_BEGIN","htdmp","numeric","double"
"VEG_PLOT_SPECIES","countycd","smallint","double"
"PLOT","plot","integer","double"
"SITETREE","damage_agent_cd3_rmrs","integer","double"
"EVALIDATOR_POP_ESTIMATE","estimate","character varying","character"
"REF_NVCS_LEVEL_7_CODES","created_in_instance","character varying","character"
"INVASIVE_SUBPLOT_SPP","condid","smallint","double"
"TREE_GRM_THRESHOLD","volcfgrs_top","double precision","double"
"DWM_DUFF_LITTER_FUEL","measyear","smallint","double"
"REF_PLANT_DICTIONARY","symbol_type","character varying","character"
"SOILS_LAB","modified_in_instance","character varying","character"
"REF_NVCS_HIERARCHY_STRCT","hierarchy_version","character varying","character"
"SURVEY","ann_inventory","character varying","character"
"TREE_GRM_BEGIN","standing_dead_cd","smallint","double"
"EVALIDATOR_POP_ESTIMATE","notes","character varying","character"
"SOILS_VISIT","cn","character varying","character"
"TREE_WOODLAND_STEMS","modified_date","timestamp without time zone","IDate"
"SOILS_SAMPLE_LOC","forflthks","double precision","double"
"TREE_GRM_THRESHOLD","stdorgcd","smallint","double"
"TREE_GRM_MIDPT","volcssnd_bark","double precision","double"
"OZONE_BIOSITE_SUMMARY","field_id","integer","double"
"SEEDLING_REGEN","created_by","character varying","character"
"PLOTSNAP","designcd","smallint","double"
"GRND_CVR","cvr_pct","smallint","double"
"REF_FOREST_TYPE","manual_end","numeric","double"
"TREE","severity3_cd_pnwrs","smallint","double"
"TREE","drybio_stump_bark","numeric","double"
"REF_NVCS_LEVEL_1_CODES","hierarchy_level_label","character varying","character"
"POP_EVAL","modified_date","timestamp without time zone","IDate"
"REF_PLANT_DICTIONARY","created_by","character varying","character"
"TREE_GRM_THRESHOLD","drybio_stem","double precision","double"
"DWM_VISIT","qastatcd","smallint","double"
"P2VEG_SUBP_STRUCTURE","cover_pct","smallint","double"
"REF_NVCS_LEVEL_4_CODES","modified_date","timestamp without time zone","IDate"
"SUBPLOT","plot","integer","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_16","text","character"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_9","text","character"
"TREE","drybio_stem","numeric","double"
"OZONE_SPECIES_SUMMARY","amnt_mean","double precision","double"
"COND","stnd_struc_cd_pnwrs","smallint","double"
"DWM_MICROPLOT_FUEL","lvshrbcd","smallint","double"
"PLOT","condchngcd_rmrs","smallint","double"
"OZONE_PLOT_SUMMARY","o3plot","double precision","double"
"EVALIDATOR_ESTIMATE_GRP","modified_in_instance","character varying","character"
"SUBPLOT","nf_subp_nonsample_reasn_cd","smallint","double"
"VEG_VISIT","veg_measmon","smallint","double"
"POP_STRATUM","adj_factor_pile","double precision","double"
"TREE_GRM_BEGIN","volcfsnd_stump","double precision","double"
"PLOT","nf_sampling_status_cd","smallint","double"
"SEEDLING","damage_agent_cd2_srs","integer","double"
"LICHEN_PLOT_SUMMARY","richness","smallint","double"
"PLOT","subpanel","smallint","double"
"REF_TREE_STND_DEAD_CR_PROP","cr_mean","numeric","double"
"PLOT","cn","character varying","character"
"TREE_GRM_ESTN","created_in_instance","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","lpa_plot","double precision","double"
"REF_OWNGRPCD","owngrpcd","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_25","text","character"
"OZONE_PLOT","created_by","character varying","character"
"TREE","drybio_bg","numeric","double"
"PLOTSNAP","adj_expvol_micr","double precision","double"
"TREE","drybio_ag","numeric","double"
"PLOT","manual_db","numeric","double"
"DWM_FINE_WOODY_DEBRIS","measyear","smallint","double"
"TREE_GRM_BEGIN","stdorgcd","smallint","double"
"COND","habtypcd1","character varying","character"
"COND_DWM_CALC","pile_drybio_unadj","double precision","double"
"COND","stand_structure_me_ners","smallint","double"
"COND","modified_in_instance","character varying","character"
"SUBPLOT","modified_date","timestamp without time zone","IDate"
"COND","adforcd","smallint","double"
"SOILS_LAB","exchng_ni","numeric","double"
"SUBPLOT_REGEN","regen_subp_status_cd","smallint","double"
"REF_HABTYP_PUBLICATION","title","character varying","character"
"TREE_GRM_MIDPT","volbfnet","double precision","double"
"PLOTSNAP","subp_examine_cd","smallint","double"
